Refcode,metal,Atomic_number,Atomic_weight,Atomic_redius,M_electronegativity,Polarizability,Electron_affinity,Allen_en,Ghosh_en,Pauling_en,Inchikey
TODLAC,Zn,30,65.38,1.22,,38.67,,9.395,0.15515179999999998,1.65,FDTQOZYHNDMJCM-UHFFFAOYSA-N
TODVUF,Cd,48,112.414,1.44,,46.0,,8.995,0.1504066,1.69,OGNCVVRIKNGJHQ-UHFFFAOYSA-N
TOFMEI,Mn,25,54.938044,1.39,,68.0,,10.34,0.1352844,1.55,ZLJZHZAIVNLELQ-UHFFFAOYSA-N
TOFMIM,Mn,25,54.938044,1.39,,68.0,,10.34,0.1352844,1.55,CDGQXPOPWTZPOA-UHFFFAOYSA-N
TOFPUB,Pb,82,207.2,1.46,3.7083398,47.0,0.35674316,10.97,0.17791099999999999,1.8,XJBKSQORTCGOEJ-UHFFFAOYSA-N
TOHJAD,Cd,48,112.414,1.44,,46.0,,8.995,0.1504066,1.69,WMDWZOFWBUXBRI-UHFFFAOYSA-N
TOHRUF,Ni,28,58.6934,1.24,3.8199385,49.0,1.156,11.13,0.1472068,1.91,PMARRVZZTMPNHP-UHFFFAOYSA-N
TOHRUF01,Ni,28,58.6934,1.24,3.8199385,49.0,1.156,11.13,0.1472068,1.91,PMARRVZZTMPNHP-UHFFFAOYSA-N
TOHWIZ,Cd,48,112.414,1.44,,46.0,,8.995,0.1504066,1.69,AYWAYJJOEIWGOR-UHFFFAOYSA-N
TOJFEG,Cd,48,112.414,1.44,,46.0,,8.995,0.1504066,1.69,AYWAYJJOEIWGOR-UHFFFAOYSA-N
TOJGAB,Ag,47,107.8682,1.45,3.788117,55.0,1.3019999999999998,11.05,0.1472165,1.93,BNQVQMQDOBWJGN-UHFFFAOYSA-N
TOJVIZ,Co,27,58.933194,1.26,3.940505,55.0,0.66225646,10.86,0.14323629999999998,1.88,GOXNVAKIWBEGOF-UHFFFAOYSA-N
TOLYOJ,Pb,82,207.2,1.46,3.7083398,47.0,0.35674316,10.97,0.17791099999999999,1.8,UERUYAUXEBJEGA-UHFFFAOYSA-N
TONBII,Fe,26,55.845,1.32,3.9512339,62.0,0.151,10.64,0.13925320000000002,1.83,DESKXQISJOCIDX-UHFFFAOYSA-N
TONBOO,Co,27,58.933194,1.26,3.940505,55.0,0.66225646,10.86,0.14323629999999998,1.88,DESKXQISJOCIDX-UHFFFAOYSA-N
TONQEU,Cu,29,63.546,1.32,3.86319,46.5,1.235,10.96,0.15117160000000002,1.9,LSBIUXKNVUBKRI-UHFFFAOYSA-N
TOQRAT,Co,27,58.933194,1.26,3.940505,55.0,0.66225646,10.86,0.14323629999999998,1.88,LWPWYQDMZQUNBH-ACZMJKKPSA-N
TOQROH,Fe,26,55.845,1.32,3.9512339,62.0,0.151,10.64,0.13925320000000002,1.83,AEEPWBKHHIPWSV-WDSKDSINSA-N
TORXEF,Cu,29,63.546,1.32,3.86319,46.5,1.235,10.96,0.15117160000000002,1.9,GIQAUVQROAMBGV-UHFFFAOYSA-N
TORXOP,Cu,29,63.546,1.32,3.86319,46.5,1.235,10.96,0.15117160000000002,1.9,GIQAUVQROAMBGV-UHFFFAOYSA-N
TORXOP01,Cu,29,63.546,1.32,3.86319,46.5,1.235,10.96,0.15117160000000002,1.9,GIQAUVQROAMBGV-UHFFFAOYSA-N
TOTVEF,Zn,30,65.38,1.22,,38.67,,9.395,0.15515179999999998,1.65,IGFFDXOQMKODLS-UHFFFAOYSA-N
TOTVUW,Sn,50,118.71,1.39,3.6719585,53.0,1.112067,10.79,0.178052,1.96,KSAZXMPAEJPZAI-UHFFFAOYSA-N
TOXHAR,Zn,30,65.38,1.22,,38.67,,9.395,0.15515179999999998,1.65,JMVVQZXMZUYUAZ-UHFFFAOYSA-N
TOXNEB,Al,13,26.9815385,1.21,2.9928842,57.8,0.43283,9.539,0.150078,1.61,IYWHHQIISFHPNX-UHFFFAOYSA-N
TOXNIF,Al,13,26.9815385,1.21,2.9928842,57.8,0.43283,9.539,0.150078,1.61,IYWHHQIISFHPNX-UHFFFAOYSA-N
TOYHEX,Ti,22,47.867,1.6,3.41406,100.0,0.079,8.17,0.12336369999999999,1.54,DWWBPBPEZQESGV-UHFFFAOYSA-N
TOYHIB,Ti,22,47.867,1.6,3.41406,100.0,0.079,8.17,0.12336369999999999,1.54,OTYIJTRTVIJTEM-UHFFFAOYSA-N
TOYHOH,Ti,22,47.867,1.6,3.41406,100.0,0.079,8.17,0.12336369999999999,1.54,WNEKAJHLOQCNFS-UHFFFAOYSA-N
TOYKUP,Co,27,58.933194,1.26,3.940505,55.0,0.66225646,10.86,0.14323629999999998,1.88,OGNCVVRIKNGJHQ-UHFFFAOYSA-N
TOYRIK,Co,27,58.933194,1.26,3.940505,55.0,0.66225646,10.86,0.14323629999999998,1.88,OGNCVVRIKNGJHQ-UHFFFAOYSA-N
TUBMOU,Cd,48,112.414,1.44,,46.0,,8.995,0.1504066,1.69,RBFWGJZXTPUIQL-OQLLNIDSSA-N
TUCDAX,U,92,238.02891,1.96,,129.0,,,0.13207,1.7,RTYYYTBAWFWSMS-UHFFFAOYSA-N
TUCHUV,Mn,25,54.938044,1.39,,68.0,,10.34,0.1352844,1.55,ZLJZHZAIVNLELQ-UHFFFAOYSA-N
TUCKUY,Mo,42,95.95,1.54,3.546215,87.0,0.748,8.71,0.1312672,2.16,OGNCVVRIKNGJHQ-UHFFFAOYSA-N
TUDVEW,Co,27,58.933194,1.26,3.940505,55.0,0.66225646,10.86,0.14323629999999998,1.88,ZLJZHZAIVNLELQ-UHFFFAOYSA-N
TUFXAU,Cu,29,63.546,1.32,3.86319,46.5,1.235,10.96,0.15117160000000002,1.9,QHYKEKLOIPLPQV-UHFFFAOYSA-N
TUGBII,Co,27,58.933194,1.26,3.940505,55.0,0.66225646,10.86,0.14323629999999998,1.88,WUGSMDPWLKEWMU-UHFFFAOYSA-N
TUJBAD,Mn,25,54.938044,1.39,,68.0,,10.34,0.1352844,1.55,YYNHSXPYGJETNI-UHFFFAOYSA-N
TUKBAE,In,49,114.818,1.42,2.8931776,65.0,0.3,9.793,0.16423,1.78,APEYPNWHCQODFV-UHFFFAOYSA-N
TUKDAG,Cd,48,112.414,1.44,,46.0,,8.995,0.1504066,1.69,QAPWMCQWTGBLSM-UHFFFAOYSA-N
TUKZIL,Cu,29,63.546,1.32,3.86319,46.5,1.235,10.96,0.15117160000000002,1.9,IEBDYCQEQOJWHA-UHFFFAOYSA-N
TUNKUK,Co,27,58.933194,1.26,3.940505,55.0,0.66225646,10.86,0.14323629999999998,1.88,MBMYRMUEIBGYOB-UHFFFAOYSA-N
TUYJII,Cd,48,112.414,1.44,,46.0,,8.995,0.1504066,1.69,XNBJJLRLOHVING-UHFFFAOYSA-N
UBEFAI,Al,13,26.9815385,1.21,2.9928842,57.8,0.43283,9.539,0.150078,1.61,LSHYAWDVBASRBW-UHFFFAOYSA-N
UBERUO,Co,27,58.933194,1.26,3.940505,55.0,0.66225646,10.86,0.14323629999999998,1.88,JMGDGMMGXUZZLQ-UHFFFAOYSA-N
UBOBES,Zn,30,65.38,1.22,,38.67,,9.395,0.15515179999999998,1.65,WPGHPGAUFIJVJF-UHFFFAOYSA-N
UBOBES01,Zn,30,65.38,1.22,,38.67,,9.395,0.15515179999999998,1.65,WPGHPGAUFIJVJF-UHFFFAOYSA-N
UBOBES02,Zn,30,65.38,1.22,,38.67,,9.395,0.15515179999999998,1.65,WPGHPGAUFIJVJF-UHFFFAOYSA-N
UBOBES03,Zn,30,65.38,1.22,,38.67,,9.395,0.15515179999999998,1.65,WPGHPGAUFIJVJF-UHFFFAOYSA-N
UBOBIW,Zn,30,65.38,1.22,,38.67,,9.395,0.15515179999999998,1.65,SOSPMXMEOFGPIM-UHFFFAOYSA-N
UBOBIW01,Zn,30,65.38,1.22,,38.67,,9.395,0.15515179999999998,1.65,SOSPMXMEOFGPIM-UHFFFAOYSA-N
UBOBIW02,Zn,30,65.38,1.22,,38.67,,9.395,0.15515179999999998,1.65,SOSPMXMEOFGPIM-UHFFFAOYSA-N
UBOCIX06,Zn,30,65.38,1.22,,38.67,,9.395,0.15515179999999998,1.65,MWVTWFVJZLCBMC-UHFFFAOYSA-N
UBOCIX07,Zn,30,65.38,1.22,,38.67,,9.395,0.15515179999999998,1.65,MWVTWFVJZLCBMC-UHFFFAOYSA-N
UBOFIC,Cd,48,112.414,1.44,,46.0,,8.995,0.1504066,1.69,BUJDCVOKXDQAIU-UHFFFAOYSA-N
UCABOR,Cu,29,63.546,1.32,3.86319,46.5,1.235,10.96,0.15117160000000002,1.9,WEVYAHXRMPXWCK-UHFFFAOYSA-N
UCAQOG,Ho,67,164.93033,1.92,,156.0,,,0.20779499999999998,1.23,LBMRUWKWSWZBNC-UHFFFAOYSA-N
UCECOU,Mo,42,95.95,1.54,3.546215,87.0,0.748,8.71,0.1312672,2.16,DRGAZIDRYFYHIJ-UHFFFAOYSA-N
UCOSUD,Cd,48,112.414,1.44,,46.0,,8.995,0.1504066,1.69,POIHHTMPHHDXGB-UHFFFAOYSA-N
UCOTEO,Cd,48,112.414,1.44,,46.0,,8.995,0.1504066,1.69,BUJDCVOKXDQAIU-UHFFFAOYSA-N
UCOZIX,Sn,50,118.71,1.39,3.6719585,53.0,1.112067,10.79,0.178052,1.96,DGEZNRSVGBDHLK-UHFFFAOYSA-N
UDICUH,Bi,83,208.9804,1.48,3.642758,48.0,0.942362,11.9,0.182377,1.9,HELNIXJAVZRTCG-UHFFFAOYSA-N
UDONIN,Zn,30,65.38,1.22,,38.67,,9.395,0.15515179999999998,1.65,FSIQOKCUZHRNFL-UHFFFAOYSA-N
UDOVUG,Zn,30,65.38,1.22,,38.67,,9.395,0.15515179999999998,1.65,LAZIAZYEIHAAPL-UHFFFAOYSA-N
UDUGAD,Lu,71,174.9668,1.87,2.7129355,137.0,0.34,6.455,0.22565,1.0,UXTFKIJKRJJXNV-UHFFFAOYSA-N
UDUGEH,Tb,65,158.92535,1.94,2.9319,170.0,1.165,,0.198863,,UXTFKIJKRJJXNV-UHFFFAOYSA-N
UDUHAE,Eu,63,151.964,1.98,2.8351925,184.0,0.8640000000000001,,0.189935,,UXTFKIJKRJJXNV-UHFFFAOYSA-N
UDUJIO,Yb,70,173.054,1.87,3.12708,139.0,-0.02,,0.22119,,UXTFKIJKRJJXNV-UHFFFAOYSA-N
UDUJUA,Tm,69,168.93422,1.9,3.092155,144.0,1.0290000000000001,,0.2167244,1.25,UXTFKIJKRJJXNV-UHFFFAOYSA-N
UDUKEL,Tb,65,158.92535,1.94,2.9319,170.0,1.165,,0.198863,,UXTFKIJKRJJXNV-UHFFFAOYSA-N
UDUKIP,Lu,71,174.9668,1.87,2.7129355,137.0,0.34,6.455,0.22565,1.0,UXTFKIJKRJJXNV-UHFFFAOYSA-N
UDUKOV,Ho,67,164.93033,1.92,,156.0,,,0.20779499999999998,1.23,UXTFKIJKRJJXNV-UHFFFAOYSA-N
UDUKUB,Ho,67,164.93033,1.92,,156.0,,,0.20779499999999998,1.23,UXTFKIJKRJJXNV-UHFFFAOYSA-N
UDULAI,Gd,64,157.25,1.96,,158.0,,,0.1944,1.2,UXTFKIJKRJJXNV-UHFFFAOYSA-N
UDULEM,Gd,64,157.25,1.96,,158.0,,,0.1944,1.2,UXTFKIJKRJJXNV-UHFFFAOYSA-N
UDULIQ,Eu,63,151.964,1.98,2.8351925,184.0,0.8640000000000001,,0.189935,,UXTFKIJKRJJXNV-UHFFFAOYSA-N
UDULOW,Er,68,167.259,1.89,,150.0,,,0.212261,1.24,UXTFKIJKRJJXNV-UHFFFAOYSA-N
UDULUC,Er,68,167.259,1.89,,150.0,,,0.212261,1.24,UXTFKIJKRJJXNV-UHFFFAOYSA-N
UFAQIE,Cd,48,112.414,1.44,,46.0,,8.995,0.1504066,1.69,PAJJRGHZMOUTRA-NSHDSACASA-N
UFAQOK,Cd,48,112.414,1.44,,46.0,,8.995,0.1504066,1.69,PAJJRGHZMOUTRA-NSHDSACASA-N
UFARAX,Zn,30,65.38,1.22,,38.67,,9.395,0.15515179999999998,1.65,PAJJRGHZMOUTRA-NSHDSACASA-N
UFAREB,Zn,30,65.38,1.22,,38.67,,9.395,0.15515179999999998,1.65,PAJJRGHZMOUTRA-NSHDSACASA-N
UFETAB,Ag,47,107.8682,1.45,3.788117,55.0,1.3019999999999998,11.05,0.1472165,1.93,HAKIIOCSYMFUKK-UHFFFAOYSA-N
UFETAB01,Ag,47,107.8682,1.45,3.788117,55.0,1.3019999999999998,11.05,0.1472165,1.93,HAKIIOCSYMFUKK-UHFFFAOYSA-N
UFETEF,Ag,47,107.8682,1.45,3.788117,55.0,1.3019999999999998,11.05,0.1472165,1.93,ZCBKFHQLMBOQSF-UHFFFAOYSA-N
UFOFIF,Nb,41,92.90637,1.64,3.379425,98.0,0.917406,8.34,0.1280782,1.6,KYQCOXFCLRTKLS-UHFFFAOYSA-N
UFOFON,Zn,30,65.38,1.22,,38.67,,9.395,0.15515179999999998,1.65,IYWHHQIISFHPNX-UHFFFAOYSA-N
UFUMUD,Cu,29,63.546,1.32,3.86319,46.5,1.235,10.96,0.15117160000000002,1.9,OWVZESVDNQLQPV-UHFFFAOYSA-N
UFUMUD01,Cu,29,63.546,1.32,3.86319,46.5,1.235,10.96,0.15117160000000002,1.9,OWVZESVDNQLQPV-UHFFFAOYSA-N
UFUMUD02,Cu,29,63.546,1.32,3.86319,46.5,1.235,10.96,0.15117160000000002,1.9,OWVZESVDNQLQPV-UHFFFAOYSA-N
UFUNAK,Cu,29,63.546,1.32,3.86319,46.5,1.235,10.96,0.15117160000000002,1.9,OWVZESVDNQLQPV-UHFFFAOYSA-N
UFUNIS,Cu,29,63.546,1.32,3.86319,46.5,1.235,10.96,0.15117160000000002,1.9,OWVZESVDNQLQPV-UHFFFAOYSA-N
UFUTIY,Mo,42,95.95,1.54,3.546215,87.0,0.748,8.71,0.1312672,2.16,CAWHJQAVHZEVTJ-UHFFFAOYSA-N
UGATIG,Mn,25,54.938044,1.39,,68.0,,10.34,0.1352844,1.55,SPBIYDCOCLAZFZ-UHFFFAOYSA-N
UGEPAX,Cu,29,63.546,1.32,3.86319,46.5,1.235,10.96,0.15117160000000002,1.9,FDGOAUPCDXMTPA-UHFFFAOYSA-N
UGEVAF,Na,11,22.98976928,1.66,2.56953835,162.7,0.547926,5.14,0.093214,0.93,XEKOWRVHYACXOJ-UHFFFAOYSA-N
UGOLUY,Ag,47,107.8682,1.45,3.788117,55.0,1.3019999999999998,11.05,0.1472165,1.93,PLELMXLJMDNRBL-UHFFFAOYSA-N
UHINUX,Co,27,58.933194,1.26,3.940505,55.0,0.66225646,10.86,0.14323629999999998,1.88,ROFVEXUMMXZLPA-UHFFFAOYSA-N
UHIYOB,Co,27,58.933194,1.26,3.940505,55.0,0.66225646,10.86,0.14323629999999998,1.88,SPBIYDCOCLAZFZ-UHFFFAOYSA-N
UHOCEB,Cu,29,63.546,1.32,3.86319,46.5,1.235,10.96,0.15117160000000002,1.9,GBIQNEMFBJBMRO-UHFFFAOYSA-N
UHOCEB02,Cu,29,63.546,1.32,3.86319,46.5,1.235,10.96,0.15117160000000002,1.9,GBIQNEMFBJBMRO-UHFFFAOYSA-N
UJAPIE,Ni,28,58.6934,1.24,3.8199385,49.0,1.156,11.13,0.1472068,1.91,WYURNTSHIVDZCO-UHFFFAOYSA-N
UJIPOU,Ni,28,58.6934,1.24,3.8199385,49.0,1.156,11.13,0.1472068,1.91,LUBZAOQWOWJAEG-UHFFFAOYSA-N
UJOJUY,Cd,48,112.414,1.44,,46.0,,8.995,0.1504066,1.69,DQRKTVIJNCVZAX-UHFFFAOYSA-N
UJUJEP,Mn,25,54.938044,1.39,,68.0,,10.34,0.1352844,1.55,DVJIKCVLCMLECM-UHFFFAOYSA-N
UKUNOE,Co,27,58.933194,1.26,3.940505,55.0,0.66225646,10.86,0.14323629999999998,1.88,GKKOWQGZPNEQFM-UHFFFAOYSA-N
ULEZUI,Mn,25,54.938044,1.39,,68.0,,10.34,0.1352844,1.55,XGMQBXCGKSTBSQ-UHFFFAOYSA-N
ULIBAU,Co,27,58.933194,1.26,3.940505,55.0,0.66225646,10.86,0.14323629999999998,1.88,XGMQBXCGKSTBSQ-UHFFFAOYSA-N
ULIBEY,Ni,28,58.6934,1.24,3.8199385,49.0,1.156,11.13,0.1472068,1.91,XGMQBXCGKSTBSQ-UHFFFAOYSA-N
ULIBIC,Zn,30,65.38,1.22,,38.67,,9.395,0.15515179999999998,1.65,XGMQBXCGKSTBSQ-UHFFFAOYSA-N
UMAVAF,Co,27,58.933194,1.26,3.940505,55.0,0.66225646,10.86,0.14323629999999998,1.88,NYAZXHASVIWIRJ-UHFFFAOYSA-N
UMEHOL,Dy,66,162.5,1.92,2.969525,163.0,0.35200000000000004,,0.20332999999999998,1.22,SUAKHGWARZSWIH-UHFFFAOYSA-N
UMEQAG,Tb,65,158.92535,1.94,2.9319,170.0,1.165,,0.198863,,SUAKHGWARZSWIH-UHFFFAOYSA-N
UMESIQ,Yb,70,173.054,1.87,3.12708,139.0,-0.02,,0.22119,,SUAKHGWARZSWIH-UHFFFAOYSA-N
UMESOW,Gd,64,157.25,1.96,,158.0,,,0.1944,1.2,ZLJZHZAIVNLELQ-UHFFFAOYSA-N
UNABAN,Zn,30,65.38,1.22,,38.67,,9.395,0.15515179999999998,1.65,SUCUBIXIEGVJEM-VKHMYHEASA-N
UNAFIZ,Ag,47,107.8682,1.45,3.788117,55.0,1.3019999999999998,11.05,0.1472165,1.93,SNOFKGQEUYMNCE-UHFFFAOYSA-N
UNEBIZ,Mn,25,54.938044,1.39,,68.0,,10.34,0.1352844,1.55,FGMAQPCGARCLGK-OZXDELKGSA-N
UNINOV,Cd,48,112.414,1.44,,46.0,,8.995,0.1504066,1.69,DGEZNRSVGBDHLK-UHFFFAOYSA-N
UPEMUZ,Mn,25,54.938044,1.39,,68.0,,10.34,0.1352844,1.55,NOGSBNVSQDOALP-UHFFFAOYSA-N
UPUGAO,Co,27,58.933194,1.26,3.940505,55.0,0.66225646,10.86,0.14323629999999998,1.88,DQRKTVIJNCVZAX-UHFFFAOYSA-N
UQARIO,Cd,48,112.414,1.44,,46.0,,8.995,0.1504066,1.69,OQRHZXAUNOSHHY-UHFFFAOYSA-N
URIWEY,Ag,47,107.8682,1.45,3.788117,55.0,1.3019999999999998,11.05,0.1472165,1.93,JAZOYYVEXAMERT-UHFFFAOYSA-N
USADOJ,Cu,29,63.546,1.32,3.86319,46.5,1.235,10.96,0.15117160000000002,1.9,XNIJGBAEJZGULG-UHFFFAOYSA-N
USAXOD,Zn,30,65.38,1.22,,38.67,,9.395,0.15515179999999998,1.65,QIZZACSTTKRQFN-UHFFFAOYSA-N
UTINUH,Cd,48,112.414,1.44,,46.0,,8.995,0.1504066,1.69,PMFJJPWJDYWFIU-UDWIEESQSA-N
UTULUR,In,49,114.818,1.42,2.8931776,65.0,0.3,9.793,0.16423,1.78,UJJMHTCVIKSECG-UHFFFAOYSA-N
UVEPOB,Co,27,58.933194,1.26,3.940505,55.0,0.66225646,10.86,0.14323629999999998,1.88,OHGDOKAVOSJAFZ-UHFFFAOYSA-N
UVETUL,Mn,25,54.938044,1.39,,68.0,,10.34,0.1352844,1.55,PWTWYKCGQWSSPL-UHFFFAOYSA-N
UVUFAU,Zn,30,65.38,1.22,,38.67,,9.395,0.15515179999999998,1.65,VXGARPGTCACLMV-UHFFFAOYSA-N
UVUPUY,Cd,48,112.414,1.44,,46.0,,8.995,0.1504066,1.69,NKUFFYFOBGGDTP-UHFFFAOYSA-N
UWEBAB,Ni,28,58.6934,1.24,3.8199385,49.0,1.156,11.13,0.1472068,1.91,JUJWROOIHBZHMG-UHFFFAOYSA-N
UWEBEF,Cu,29,63.546,1.32,3.86319,46.5,1.235,10.96,0.15117160000000002,1.9,JUJWROOIHBZHMG-UHFFFAOYSA-N
UWEBOP,Cu,29,63.546,1.32,3.86319,46.5,1.235,10.96,0.15117160000000002,1.9,JUJWROOIHBZHMG-UHFFFAOYSA-N
UWIBAF,Cd,48,112.414,1.44,,46.0,,8.995,0.1504066,1.69,QHWGWOXTGWHTAV-UHFFFAOYSA-N
UXABOL,Er,68,167.259,1.89,,150.0,,,0.212261,1.24,ILCRNGGDLNPGQG-ZPUQHVIOSA-N
UXABUR,Y,39,88.90584,1.9,3.10863,162.0,0.307,6.631,0.1216986,1.22,ILCRNGGDLNPGQG-ZPUQHVIOSA-N
UXIQOJ,Ni,28,58.6934,1.24,3.8199385,49.0,1.156,11.13,0.1472068,1.91,IYWHHQIISFHPNX-UHFFFAOYSA-N
UYASOD,Zn,30,65.38,1.22,,38.67,,9.395,0.15515179999999998,1.65,OWHUSUFTBDLEKG-UHFFFAOYSA-N
UYASUJ,Zn,30,65.38,1.22,,38.67,,9.395,0.15515179999999998,1.65,AECYBGVNRKERAQ-ZWGSZDQZSA-N
UYECUX,Cr,24,51.9961,1.39,3.383255,83.0,0.6659999999999999,9.77,0.13130529999999999,1.66,OWVZESVDNQLQPV-UHFFFAOYSA-N
UYEJIS,Ag,47,107.8682,1.45,3.788117,55.0,1.3019999999999998,11.05,0.1472165,1.93,ASJODJBBNLPUKQ-UHFFFAOYSA-N
UYUGAY,Zn,30,65.38,1.22,,38.67,,9.395,0.15515179999999998,1.65,AYUUCYRQMVHJGW-ZPUQHVIOSA-N
UZIGOB,Zn,30,65.38,1.22,,38.67,,9.395,0.15515179999999998,1.65,USILCGNAAAODFG-UHFFFAOYSA-N
UZIZIN,Cd,48,112.414,1.44,,46.0,,8.995,0.1504066,1.69,OGNCVVRIKNGJHQ-UHFFFAOYSA-N
UZIZOU,Nd,60,144.242,2.01,2.7625,208.0,1.916,,0.176539,1.14,RQGZNDGYEYNRHL-UHFFFAOYSA-N
UZIZUA,Gd,64,157.25,1.96,,158.0,,,0.1944,1.2,RQGZNDGYEYNRHL-UHFFFAOYSA-N
UZOBAO,Pr,59,140.90766,2.03,2.7365,216.0,0.9620000000000001,,0.17207999999999998,1.13,RQGZNDGYEYNRHL-UHFFFAOYSA-N
UZOBES,Ce,58,140.116,2.04,2.7693,205.0,0.65,,0.16760999999999998,1.12,RQGZNDGYEYNRHL-UHFFFAOYSA-N
UZOBIW,Sm,62,150.36,1.98,,192.0,,,0.185468,1.17,RQGZNDGYEYNRHL-UHFFFAOYSA-N
VABBEI,Zn,30,65.38,1.22,,38.67,,9.395,0.15515179999999998,1.65,ICKIXHPQMBNFPT-UHFFFAOYSA-N
VACZEH,Pr,59,140.90766,2.03,2.7365,216.0,0.9620000000000001,,0.17207999999999998,1.13,DGEZNRSVGBDHLK-UHFFFAOYSA-N
VADJAO,Co,27,58.933194,1.26,3.940505,55.0,0.66225646,10.86,0.14323629999999998,1.88,SDAUVSLAZIXWAU-UHFFFAOYSA-N
VADSUP,Cu,29,63.546,1.32,3.86319,46.5,1.235,10.96,0.15117160000000002,1.9,VARLFARZJAEUJS-UHFFFAOYSA-N
VAFYOQ,Mo,42,95.95,1.54,3.546215,87.0,0.748,8.71,0.1312672,2.16,ROFVEXUMMXZLPA-UHFFFAOYSA-N
VAGTOM,Zn,30,65.38,1.22,,38.67,,9.395,0.15515179999999998,1.65,ITQTTZVARXURQS-UHFFFAOYSA-N
VAGVAC,Fe,26,55.845,1.32,3.9512339,62.0,0.151,10.64,0.13925320000000002,1.83,FDTQOZYHNDMJCM-UHFFFAOYSA-N
VAHNUP,Ag,47,107.8682,1.45,3.788117,55.0,1.3019999999999998,11.05,0.1472165,1.93,KYQCOXFCLRTKLS-UHFFFAOYSA-N
VAKGEV,K,19,39.0983,2.03,2.17033177,289.7,0.50147,4.34,0.0981896,0.82,WYURNTSHIVDZCO-UHFFFAOYSA-N
VAMFUM,Cu,29,63.546,1.32,3.86319,46.5,1.235,10.96,0.15117160000000002,1.9,QNUSPPOGEUGZJR-UHFFFAOYSA-N
VAMYEN,Mn,25,54.938044,1.39,,68.0,,10.34,0.1352844,1.55,IKVDSJJBZHAHHT-GNXRPPCSSA-N
VAQHAW,Cu,29,63.546,1.32,3.86319,46.5,1.235,10.96,0.15117160000000002,1.9,OKDGRDCXVWSXDC-UHFFFAOYSA-N
VAQKED,Fe,26,55.845,1.32,3.9512339,62.0,0.151,10.64,0.13925320000000002,1.83,FZWLAAWBMGSTSO-UHFFFAOYSA-N
VAQKED01,Fe,26,55.845,1.32,3.9512339,62.0,0.151,10.64,0.13925320000000002,1.83,FZWLAAWBMGSTSO-UHFFFAOYSA-N
VAQKIH,Cu,29,63.546,1.32,3.86319,46.5,1.235,10.96,0.15117160000000002,1.9,FZWLAAWBMGSTSO-UHFFFAOYSA-N
VAQQEK,Cu,29,63.546,1.32,3.86319,46.5,1.235,10.96,0.15117160000000002,1.9,DWFKVPMATVLKPU-BQYQJAHWSA-N
VAQQIO,Cu,29,63.546,1.32,3.86319,46.5,1.235,10.96,0.15117160000000002,1.9,OGNCVVRIKNGJHQ-UHFFFAOYSA-N
VAQTUF,Al,13,26.9815385,1.21,2.9928842,57.8,0.43283,9.539,0.150078,1.61,NWAAJZNORYMOKE-UHFFFAOYSA-N
VARCOH,Sn,50,118.71,1.39,3.6719585,53.0,1.112067,10.79,0.178052,1.96,KEENSACGMPEMTJ-UHFFFAOYSA-N
VARXET,Cu,29,63.546,1.32,3.86319,46.5,1.235,10.96,0.15117160000000002,1.9,CSGQGLBCAHGJDR-HUUCEWRRSA-N
VASBOI,Rh,45,102.9055,1.42,3.72945,66.0,1.137,9.259,0.1408379,2.28,YGJMSEPKHAWWPX-UHFFFAOYSA-N
VASKOR,Sc,21,44.955908,1.7,3.280745,97.0,0.188,7.042000000000001,0.11938330000000001,1.36,FDTQOZYHNDMJCM-UHFFFAOYSA-N
VATTUG,Pb,82,207.2,1.46,3.7083398,47.0,0.35674316,10.97,0.17791099999999999,1.8,MGFJDEHFNMWYBD-OWOJBTEDSA-N
VAVGOQ,Co,27,58.933194,1.26,3.940505,55.0,0.66225646,10.86,0.14323629999999998,1.88,MIFVIKFUGIBACJ-UHFFFAOYSA-N
VAWCIF,Ag,47,107.8682,1.45,3.788117,55.0,1.3019999999999998,11.05,0.1472165,1.93,JUJWROOIHBZHMG-UHFFFAOYSA-N
VAWCIF01,Ag,47,107.8682,1.45,3.788117,55.0,1.3019999999999998,11.05,0.1472165,1.93,JUJWROOIHBZHMG-UHFFFAOYSA-N
VAWCOL,Ag,47,107.8682,1.45,3.788117,55.0,1.3019999999999998,11.05,0.1472165,1.93,JUJWROOIHBZHMG-UHFFFAOYSA-N
VAWWOG,Cd,48,112.414,1.44,,46.0,,8.995,0.1504066,1.69,YQWYNMOCRRYVCE-UHFFFAOYSA-N
VAZHIQ,Zn,30,65.38,1.22,,38.67,,9.395,0.15515179999999998,1.65,FDTQOZYHNDMJCM-UHFFFAOYSA-N
VAZXIG,Pb,82,207.2,1.46,3.7083398,47.0,0.35674316,10.97,0.17791099999999999,1.8,YKGHYTHNPWEYBV-UHFFFAOYSA-N
VEBNUN,Ag,47,107.8682,1.45,3.788117,55.0,1.3019999999999998,11.05,0.1472165,1.93,ICVUVBZDPOLPTE-IQGASKDCSA-N
VEBTEB,Sn,50,118.71,1.39,3.6719585,53.0,1.112067,10.79,0.178052,1.96,GHXRPNHLFDUCHN-UHFFFAOYSA-N
VEBTEB01,Sn,50,118.71,1.39,3.6719585,53.0,1.112067,10.79,0.178052,1.96,GHXRPNHLFDUCHN-UHFFFAOYSA-N
VECDAJ,Mn,25,54.938044,1.39,,68.0,,10.34,0.1352844,1.55,RKBLQRJXXOWNDA-SOFGYWHQSA-N
