,compound,auid,aurl,spacegroup_relax,Pearson_symbol_relax,Egap,catalog,nspecies
6123,O4Si2,aflow:1979ea531159ef9d,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/O2Si1_ICSD_162632,136,tP6,5.0098,ICSD,2
6124,O4Si2,aflow:209ebc0f052324fd,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/O2Si1_ICSD_93551,136,tP6,5.0098,ICSD,2
6125,O4Si2,aflow:aa8d10a9c2d22293,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/O2Si1_ICSD_93548,136,tP6,5.0098,ICSD,2
6126,O4Si2,aflow:b60dc54c21a50d9c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/O2Si1_ICSD_97181,136,tP6,5.0098,ICSD,2
6127,O4Si2,aflow:891a634e01daec5b,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/O2Si1_ICSD_40099,136,tP6,5.0099,ICSD,2
6128,O4Si2,aflow:3446dfafa09eac38,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/O2Si1_ICSD_9160,136,tP6,5.0101,ICSD,2
6129,O4Si2,aflow:4f902b3d58a95155,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/O2Si1_ICSD_10078,136,tP6,5.0102,ICSD,2
6130,O4Si2,aflow:337e4aab06abf294,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/O2Si1_ICSD_158531,136,tP6,5.0105,ICSD,2
6131,O4Si2,aflow:b5bc870ea7e210b6,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/O2Si1_ICSD_92550,136,tP6,5.0117,ICSD,2
6132,O4Si2,aflow:337b6a80c1cb295c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/O2Si1_ICSD_68163,136,tP6,5.0122,ICSD,2
6133,O4Si2,aflow:21bd1eb7aa3ab822,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/O2Si1_ICSD_68161,136,tP6,5.0125,ICSD,2
6134,O4Si2,aflow:570879d82bbac4d4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/O2Si1_ICSD_44096,136,tP6,5.0127,ICSD,2
6135,O4Si2,aflow:933f44ad993a816c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/O2Si1_ICSD_68164,136,tP6,5.0133,ICSD,2
6136,O4Si2,aflow:c98546bddc80ed03,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/O2Si1_ICSD_74531,136,tP6,5.0144,ICSD,2
6137,O4Si2,aflow:7046a42351bfdb0b,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/O2Si1_ICSD_51701,136,tP6,5.0149,ICSD,2
6138,O4Si2,aflow:82e5b5754426a3f1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/O2Si1_ICSD_40102,136,tP6,5.0149,ICSD,2
6139,O4Si2,aflow:1c622533781fd5f1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/O2Si1_ICSD_98632,136,tP6,5.015,ICSD,2
6140,O4Si2,aflow:6149b595b63599d5,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/O2Si1_ICSD_93550,136,tP6,5.015,ICSD,2
6141,O4Si2,aflow:72b035599e988e83,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/O2Si1_ICSD_93549,136,tP6,5.015,ICSD,2
6142,O4Si2,aflow:319d8ec357f79fda,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/O2Si1_ICSD_40101,136,tP6,5.0151,ICSD,2
6143,O4Si2,aflow:6c9c9ef5b7efe407,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/O2Si1_ICSD_158533,136,tP6,5.0151,ICSD,2
6144,O4Si2,aflow:cb5ccc664aafa177,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/O2Si1_ICSD_158535,136,tP6,5.0151,ICSD,2
6145,O4Si2,aflow:b85a193cc3b107ff,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/O2Si1_ICSD_68160,136,tP6,5.0183,ICSD,2
6146,F24W4,aflow:11b4c6b040051e8a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/F6W1_ICSD_4027,62,oP28,5.0303,ICSD,2
6147,Cl1K1,aflow:6a0945921dbe3b05,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cl1K1_ICSD_52242,225,cF8,5.0321,ICSD,2
6148,Cl1K1,aflow:b5e561edb45b2c2c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cl1K1_ICSD_240509,225,cF8,5.0322,ICSD,2
6149,Cl1K1,aflow:5f8f50cd2289131a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cl1K1_ICSD_240504,225,cF8,5.0325,ICSD,2
6150,Cl1K1,aflow:e6d582be67854672,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cl1K1_ICSD_240528,225,cF8,5.0327,ICSD,2
6151,F24W4,aflow:64c60d6f4f447e7b,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/F6W1_ICSD_36220,62,oP28,5.0345,ICSD,2
6152,Cl1Na1,aflow:82a178672a734c47,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cl1Na1_ICSD_240600,225,cF8,5.0363,ICSD,2
6153,Cl1K1,aflow:5955e8ccf845c360,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cl1K1_ICSD_240518,225,cF8,5.0365,ICSD,2
6154,Cl1K1,aflow:98e86c597e291240,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cl1K1_ICSD_240525,225,cF8,5.0385,ICSD,2
6155,Cl1K1,aflow:ba7e9cb302e6bf3e,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cl1K1_ICSD_240530,225,cF8,5.0385,ICSD,2
6156,Cl1K1,aflow:5bbcda472473b62f,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cl1K1_ICSD_240521,225,cF8,5.0387,ICSD,2
6157,Cl1K1,aflow:9058029119727292,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cl1K1_ICSD_162799,225,cF8,5.039,ICSD,2
6158,Cl1K1,aflow:f2963c83e2bc55d8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cl1K1_ICSD_240512,225,cF8,5.0392,ICSD,2
6159,Cl1Na1,aflow:1cd71114972d46dd,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cl1Na1_ICSD_52233,225,cF8,5.0394,ICSD,2
6160,Cl1Na1,aflow:d241535faf2a4519,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cl1Na1_ICSD_162800,225,cF8,5.0394,ICSD,2
6161,Cl1K1,aflow:60885c5679535459,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cl1K1_ICSD_240507,225,cF8,5.0395,ICSD,2
6162,Cl1K1,aflow:85aeb7b35f423bff,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cl1K1_ICSD_240526,225,cF8,5.0396,ICSD,2
6163,Cl1K1,aflow:a3927c81c9fc0983,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cl1K1_ICSD_240516,225,cF8,5.0398,ICSD,2
6164,Cl1K1,aflow:979bbd5240dd74a8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cl1K1_ICSD_240522,225,cF8,5.0406,ICSD,2
6165,Cl1Na1,aflow:d0c93a9396dc599e,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cl1Na1_ICSD_100633,225,cF8,5.0416,ICSD,2
6166,Cl1K1,aflow:ef457fb15977cc1c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cl1K1_ICSD_240529,225,cF8,5.0418,ICSD,2
6167,Cl1K1,aflow:128b9accb20279b5,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cl1K1_ICSD_240527,225,cF8,5.0422,ICSD,2
6168,Cl1K1,aflow:98ae90ffb5cb0b01,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cl1K1_ICSD_240511,225,cF8,5.0423,ICSD,2
6169,Cl1K1,aflow:d5c9dc0366997f64,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cl1K1_ICSD_44281,225,cF8,5.0423,ICSD,2
6170,Cl1K1,aflow:04b2e3ac1bd9b49b,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cl1K1_ICSD_240523,225,cF8,5.0427,ICSD,2
6171,Cl1K1,aflow:31a7f4f769f2ad94,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cl1K1_ICSD_240506,225,cF8,5.0439,ICSD,2
6172,Cl1K1,aflow:fb21a6246cedef63,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cl1K1_ICSD_240513,225,cF8,5.0439,ICSD,2
6173,Cl1Na1,aflow:5699b196418c6044,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cl1Na1_ICSD_240604,225,cF8,5.0476,ICSD,2
6174,Cl1K1,aflow:10ecfa7c5168b66a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cl1K1_ICSD_240515,225,cF8,5.0482,ICSD,2
6175,Cl1K1,aflow:9e50a3196b892769,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cl1K1_ICSD_240520,225,cF8,5.0486,ICSD,2
6176,Cl1K1,aflow:cd288bcd5a3f5279,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cl1K1_ICSD_53825,225,cF8,5.0486,ICSD,2
6177,Cl1K1,aflow:27f299dd8caa567d,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cl1K1_ICSD_22156,225,cF8,5.0487,ICSD,2
6178,Cl1Na1,aflow:9017f9c64ead22ab,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cl1Na1_ICSD_240603,225,cF8,5.0498,ICSD,2
6179,Cl1Na1,aflow:39ab5e62afdb5ac0,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cl1Na1_ICSD_622369,225,cF8,5.0504,ICSD,2
6180,Cl1Na1,aflow:2f4b5e32510830a0,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cl1Na1_ICSD_44277,225,cF8,5.0506,ICSD,2
6181,Cl1Na1,aflow:c16c0f1c061f7d3e,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cl1Na1_ICSD_240601,225,cF8,5.0511,ICSD,2
6182,Cl1Na1,aflow:b5ab343f3a484538,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cl1Na1_ICSD_240602,225,cF8,5.0514,ICSD,2
6183,Cl1K1,aflow:9ac84caf1bc48682,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cl1K1_ICSD_240519,225,cF8,5.0526,ICSD,2
6184,Cl1K1,aflow:2d2192a8a40cfc8a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cl1K1_ICSD_240503,225,cF8,5.0529,ICSD,2
6185,Cl1K1,aflow:3db1926b5f0e896d,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cl1K1_ICSD_240505,225,cF8,5.0533,ICSD,2
6186,Cl1K1,aflow:28e41ffe3fada8e0,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cl1K1_ICSD_154214,225,cF8,5.0534,ICSD,2
6187,Cl1Na1,aflow:55d2cbd0f4018884,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cl1Na1_ICSD_18189,225,cF8,5.0535,ICSD,2
6188,Cl1Na1,aflow:cc41860d69de2888,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cl1Na1_ICSD_169462,225,cF8,5.0535,ICSD,2
6189,Cl1Na1,aflow:b2ec4b68e12f3674,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cl1Na1_ICSD_53815,225,cF8,5.0536,ICSD,2
6190,Cl1K1,aflow:d89aad1b81cbbe74,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cl1K1_ICSD_28938,225,cF8,5.0538,ICSD,2
6191,Cl1K1,aflow:b0a599fbab77c4ec,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cl1K1_ICSD_18014,225,cF8,5.054,ICSD,2
6192,Cl1K1,aflow:9f989069f63aa62b,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cl1K1_ICSD_240502,225,cF8,5.0543,ICSD,2
6193,Cl1Na1,aflow:4f19021768a3118a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cl1Na1_ICSD_41411,225,cF8,5.0544,ICSD,2
6194,Cl1K1,aflow:24aa4a90ac100dbd,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cl1K1_ICSD_240524,225,cF8,5.0545,ICSD,2
6195,Cl1K1,aflow:2cd2e3ffc11e2506,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cl1K1_ICSD_240510,225,cF8,5.0547,ICSD,2
6196,Cl1K1,aflow:ac985378243d927e,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cl1K1_ICSD_165593,225,cF8,5.0547,ICSD,2
6197,Cl1K1,aflow:165ce9613a0efc6f,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cl1K1_ICSD_53841,225,cF8,5.0553,ICSD,2
6198,Cl1Na1,aflow:18ebb85b07a92f89,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cl1Na1_ICSD_41439,225,cF8,5.0561,ICSD,2
6199,Cl1Na1,aflow:1354bbef4edd80b3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cl1Na1_ICSD_60280,225,cF8,5.0564,ICSD,2
6200,Cl1Na1,aflow:182f848dd10cc403,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cl1Na1_ICSD_181148,225,cF8,5.0564,ICSD,2
6201,Cl1Na1,aflow:d996b8d524516c24,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cl1Na1_ICSD_61662,225,cF8,5.0568,ICSD,2
6202,Cl1Na1,aflow:9466351a9cbac2c9,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cl1Na1_ICSD_28948,225,cF8,5.0569,ICSD,2
6203,Cl1Na1,aflow:9a28207fd647e477,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cl1Na1_ICSD_240598,225,cF8,5.0569,ICSD,2
6204,Cl1Na1,aflow:a5755554aaf5d10e,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cl1Na1_ICSD_655785,225,cF8,5.0569,ICSD,2
6205,Cl1Na1,aflow:e3e31c4914d59e25,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cl1Na1_ICSD_53816,225,cF8,5.0569,ICSD,2
6206,Cl1Na1,aflow:fd711a60dbfba2de,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cl1Na1_ICSD_52232,225,cF8,5.0572,ICSD,2
6207,Cl1K1,aflow:844e55e35355144c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cl1K1_ICSD_240508,225,cF8,5.0574,ICSD,2
6208,Cl1Na1,aflow:ec23029a18d3fec9,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cl1Na1_ICSD_165592,225,cF8,5.0577,ICSD,2
6209,Cl1K1,aflow:8f1151d625186d0e,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cl1K1_ICSD_187219,225,cF8,5.0588,ICSD,2
6210,Cl1Na1,aflow:a4652bde28e67c3d,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cl1Na1_ICSD_240599,225,cF8,5.0622,ICSD,2
6211,Ac2Cl6,aflow:f005069e0112345e,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Ac1Cl3_ICSD_31569,176,hP8,5.0778,ICSD,2
6212,Ba4Cl8,aflow:003747798eeee34d,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Ba1Cl2_ICSD_186512,62,oP12,5.0952,ICSD,2
6213,Ba4Cl8,aflow:44f69cbc285d769b,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Ba1Cl2_ICSD_262674,62,oP12,5.1068,ICSD,2
6214,Ba4Cl8,aflow:12b642612d1277cc,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Ba1Cl2_ICSD_15705,62,oP12,5.1175,ICSD,2
6215,F3La1,aflow:078d6f6f05773481,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/F3La1_ICSD_96134,139,tI8,5.123,ICSD,2
6216,O12S4,aflow:bb4d6c9364959bf9,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCL/O3S1_ICSD_24723,14,mP16,5.1275,ICSD,2
6217,B4N4,aflow:7b7f919191e3fb3c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCLC/B1N1_ICSD_162883,70,oF32,5.1279,ICSD,2
6218,Ba4Cl8,aflow:8f6dde652113a6af,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Ba1Cl2_ICSD_183924,62,oP12,5.1303,ICSD,2
6219,Ca1F2,aflow:6a63c942f2a41c09,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Ca1F2_ICSD_51237,123,tP3,5.136,ICSD,2
6220,O8Si4,aflow:565dc250b02c6b1c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCLC/O2Si1_ICSD_75659,5,mS24,5.1397,ICSD,2
6221,O36S12,aflow:ae21a0b4cf9fbb3b,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/O3S1_ICSD_77378,33,oP48,5.1411,ICSD,2
6222,F3La1,aflow:0114c0d336b9228f,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/F3La1_ICSD_96133,139,tI8,5.1433,ICSD,2
6223,Cl4Mg2,aflow:33385065a46c1afb,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TRI/Cl2Mg1_ICSD_51247,2,aP6,5.1433,ICSD,2
6224,B4H12,aflow:d065ed8540faeed8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TRI/B2H6_ICSD_1312,2,aP16,5.1546,ICSD,2
6225,As4F12,aflow:e9001c0242eca297,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/As1F3_ICSD_35132,33,oP16,5.158,ICSD,2
6226,F3La1,aflow:3b21d7f1fbdb88ca,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/F3La1_ICSD_164056,139,tI8,5.1581,ICSD,2
6227,F18Pr6,aflow:02d72d3abf54d4f2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/F3Pr1_ICSD_77741,165,hP24,5.1588,ICSD,2
6228,F18Pr6,aflow:68b54c6baccfbb38,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/F3Pr1_ICSD_155556,165,hP24,5.1607,ICSD,2
6229,O8Si4,aflow:ef608315232ac5d9,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCI/O2Si1_ICSD_75664,24,oI24,5.1693,ICSD,2
6230,B4H12,aflow:d77ec528373b3e1d,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TRI/B2H6_ICSD_15598,2,aP16,5.183,ICSD,2
6231,Be2Br4,aflow:6ae9a6eb8c68a759,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCI/Be1Br2_ICSD_92584,72,oI12,5.1884,ICSD,2
6232,B2N2,aflow:a19a0737f8a58c57,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/B1N1_ICSD_183257,186,hP4,5.1912,ICSD,2
6233,B2N2,aflow:56d00a95d21b5c3a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/B1N1_ICSD_162873,186,hP4,5.2102,ICSD,2
6234,F18Nd6,aflow:fd4b1e98f4e4a16d,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/F3Nd1_ICSD_63049,185,hP24,5.2125,ICSD,2
6235,B2N2,aflow:5ac5f66e48d66231,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/B1N1_ICSD_614873,186,hP4,5.2143,ICSD,2
6236,B2N2,aflow:01dbe9a05205659f,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/B1N1_ICSD_614869,186,hP4,5.2169,ICSD,2
6237,B2N2,aflow:fb96e61e238bda41,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/B1N1_ICSD_41486,186,hP4,5.2211,ICSD,2
6238,Cl2Sr1,aflow:39486cd8db6e0539,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cl2Sr1_ICSD_28964,225,cF12,5.2214,ICSD,2
6239,Cl2Sr1,aflow:bea65ca25419a241,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cl2Sr1_ICSD_18011,225,cF12,5.2217,ICSD,2
6240,Cl2Sr1,aflow:21639cb2b66eea89,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cl2Sr1_ICSD_31172,225,cF12,5.2221,ICSD,2
6241,F3La1,aflow:14c14d2e031b6053,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/F3La1_ICSD_155554,139,tI8,5.2225,ICSD,2
6242,O16Si8,aflow:821f514748e5fbe6,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TRI/O2Si1_ICSD_170536,1,aP24,5.228,ICSD,2
6243,O8Si4,aflow:1230ca6a3d7fea1d,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/O2Si1_ICSD_161310,60,oP12,5.2349,ICSD,2
6244,O16Si8,aflow:19bd41fec62f6eb1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/O2Si1_ICSD_170532,116,tP24,5.2389,ICSD,2
6245,O8Si4,aflow:e38965ef50bb8383,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/O2Si1_ICSD_51702,60,oP12,5.2588,ICSD,2
6246,F18Nd6,aflow:b76f910772c42d3c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/F3Nd1_ICSD_155557,165,hP24,5.2613,ICSD,2
6247,F18Nd6,aflow:0567eb5d3e5c978b,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/F3Nd1_ICSD_63050,165,hP24,5.2691,ICSD,2
6248,Al2Cl6,aflow:b52dc2beca341929,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCLC/Al1Cl3_ICSD_39566,12,mS16,5.2734,ICSD,2
6249,F4Ge1,aflow:6d3a0fa15c890c19,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCC/F4Ge1_ICSD_202558,217,cI10,5.2736,ICSD,2
6250,Cs4F4,aflow:bdac320df03fc016,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cs1F1_ICSD_53832,225,cF8,5.2752,ICSD,2
6251,Cs1F1,aflow:71951baeb9deaf95,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cs1F1_ICSD_44288,225,cF8,5.277,ICSD,2
6252,O16Si8,aflow:48a863ee06e552c4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/O2Si1_ICSD_170511,118,tP24,5.3065,ICSD,2
6253,Al8O12,aflow:0bafeb1e61d491c6,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Al2O3_ICSD_169723,60,oP20,5.3125,ICSD,2
6254,Al8O12,aflow:c9b85a6eb23d3036,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Al2O3_ICSD_151590,60,oP20,5.3126,ICSD,2
6255,Al8O12,aflow:3c20a5a32f8f2ef5,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Al2O3_ICSD_161061,60,oP20,5.3128,ICSD,2
6256,Al8O12,aflow:9f56c613459ed8f2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Al2O3_ICSD_169721,60,oP20,5.3154,ICSD,2
6257,O24Si12,aflow:ce56e3945cf72477,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/O2Si1_ICSD_654474,92,tP36,5.3247,ICSD,2
6258,Ca2Cl4,aflow:74bde7b0e50aab9d,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Ca1Cl2_ICSD_56421,136,tP6,5.3373,ICSD,2
6259,Ba4F8,aflow:471838f4e318cd45,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Ba1F2_ICSD_41650,139,tI12,5.3403,ICSD,2
6260,Ca2Cl4,aflow:65340d9ff942562e,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Ca1Cl2_ICSD_56422,136,tP6,5.3405,ICSD,2
6261,O8Si4,aflow:6304992938fc4f55,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCLC/O2Si1_ICSD_75662,9,mS24,5.3506,ICSD,2
6262,Ca2Cl4,aflow:8dfd0bb804eca9a6,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Ca1Cl2_ICSD_246417,136,tP6,5.3526,ICSD,2
6263,O32Si16,aflow:9321693edbb46862,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TRI/O2Si1_ICSD_171733,2,aP48,5.353,ICSD,2
6264,O8Si4,aflow:65d09152f593092a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/O2Si1_ICSD_200478,194,hP12,5.3617,ICSD,2
6265,O8Si4,aflow:f1002cbfe1b3c6c1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/O2Si1_ICSD_38126,194,hP12,5.3635,ICSD,2
6266,O8Si4,aflow:5f549a6f39df33f8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/O2Si1_ICSD_40903,194,hP12,5.3641,ICSD,2
6267,O8Si4,aflow:62a4a2eaf02fc239,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/O2Si1_ICSD_40897,194,hP12,5.3641,ICSD,2
6268,O8Si4,aflow:698c2cfbe3d652af,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/O2Si1_ICSD_40896,194,hP12,5.3648,ICSD,2
6269,O16Si8,aflow:899a42e3b5a8408a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/O2Si1_ICSD_170524,64,oS48,5.3667,ICSD,2
6270,O8Si4,aflow:b0f4c41b4724a6b2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/O2Si1_ICSD_162623,194,hP12,5.3667,ICSD,2
6271,O8Si4,aflow:a37291a8269c56f8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/O2Si1_ICSD_162624,194,hP12,5.3668,ICSD,2
6272,O4Si2,aflow:2195d5a6f8b62375,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/O2Si1_ICSD_77459,227,cF24,5.3685,ICSD,2
6273,O4Si2,aflow:280de2d6164221ca,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/O2Si1_ICSD_35536,227,cF24,5.3686,ICSD,2
